mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro
0.007968997955322266,0.0005017673969707784,0.011997270584106445,0.00060559750337283,gini,6,"{'criterion': 'gini', 'max_depth': 6}",1.0,1.0,1.0,0.9523809523809523,1.0,0.9904761904761905,0.019047619047619067,1,1.0,1.0,1.0,0.9521367521367522,1.0,0.9904273504273504,0.01914529914529912,1
0.007769918441772461,0.003521820697598596,0.012532377243041992,0.0056190840956515135,gini,8,"{'criterion': 'gini', 'max_depth': 8}",1.0,1.0,1.0,0.9047619047619048,1.0,0.980952380952381,0.03809523809523809,4,1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,4
0.006176424026489258,0.00016981692970385667,0.010736465454101562,0.00023836221028588115,gini,10,"{'criterion': 'gini', 'max_depth': 10}",1.0,1.0,1.0,0.9523809523809523,1.0,0.9904761904761905,0.019047619047619067,1,1.0,1.0,1.0,0.9521367521367522,1.0,0.9904273504273504,0.01914529914529912,1
0.006102323532104492,0.000203023408799717,0.010903167724609374,0.0005954846290205627,entropy,6,"{'criterion': 'entropy', 'max_depth': 6}",1.0,1.0,1.0,0.9047619047619048,1.0,0.980952380952381,0.03809523809523809,4,1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,4
0.006230068206787109,0.00021625027236290824,0.010675001144409179,0.00029875316492444673,entropy,8,"{'criterion': 'entropy', 'max_depth': 8}",1.0,1.0,1.0,0.9047619047619048,1.0,0.980952380952381,0.03809523809523809,4,1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,4
0.005153226852416992,0.0008258306716429798,0.008797788619995117,0.001528800897994759,entropy,10,"{'criterion': 'entropy', 'max_depth': 10}",1.0,1.0,1.0,0.9523809523809523,1.0,0.9904761904761905,0.019047619047619067,1,1.0,1.0,1.0,0.9521367521367522,1.0,0.9904273504273504,0.01914529914529912,1
